,postID,postTitle,postTime,Author,IP,Link,PushCount,BooCount,ArrorCount
40,1T6TdmmM,Fw: [倒了] 還願中國發行商Indievent被勒令停業,Mon Jul  1 18:01:19 2019,lovejiyeon (吾名惠惠!!),60.250.70.103,https://www.ptt.cc/bbs/Gossiping/M.1561975280.A.C16.html,259,19,122
41,1T6TpB0Z,[新聞] 金門孔雀為患 一隻六百收不完,Mon Jul  1 18:13:27 2019,SureFire (神火),42.72.92.143,https://www.ptt.cc/bbs/Gossiping/M.1561976011.A.023.html,129,5,48
42,1T6T-GeY,[問卦] 農地蓋工廠、實價登錄0.5是不是很讚？,Mon Jul  1 18:25:18 2019,shutout5566 (5566給我閉嘴!!打個電話 ),39.13.64.204,https://www.ptt.cc/bbs/Gossiping/M.1561976720.A.A22.html,331,31,150
43,1T6U4KtB,[新聞] 影后葉德嫻穿黑衣上街反送中,Mon Jul  1 18:31:46 2019,rook18ies (天天一天),1.160.192.202,https://www.ptt.cc/bbs/Gossiping/M.1561977108.A.DCB.html,453,5,95
44,1T6UvOhJ,[新聞] 驚呆！郭董說「國家養」 朱立倫：我聽成,Mon Jul  1 19:28:21 2019,lovelypag (嗯.............),27.247.33.225,https://www.ptt.cc/bbs/Gossiping/M.1561980504.A.AD3.html,306,17,79
45,1T6VEWci,[問卦] 敢有台語台開播的八卦?,Mon Jul  1 19:50:54 2019,sheisonmybed (她在我床上有她),220.143.13.56,https://www.ptt.cc/bbs/Gossiping/M.1561981856.A.9AC.html,213,3,53
46,1T6Vcl-u,[問卦] 鄉民們當年考大學有什麼故事呢？,Mon Jul  1 20:16:42 2019,ddd1264 (豆花伯),27.247.32.32,https://www.ptt.cc/bbs/Gossiping/M.1561983407.A.FB8.html,140,4,82
47,1T6VzxrP,[新聞] 父驟逝 遺囑大三子「照顧病母及憨弟」,Mon Jul  1 20:41:27 2019,iXXXXGAY5566 (我非四叉貓 有恩怨請找牠),123.194.139.202,https://www.ptt.cc/bbs/Gossiping/M.1561984891.A.D59.html,423,2,43
48,1T6W7FWB,[新聞] 柯嗆「假道學、麥卡錫主義」黃國昌：關說,Mon Jul  1 20:51:23 2019,gasara (賭盤開了 收錢 ^O^/),114.44.175.184,https://www.ptt.cc/bbs/Gossiping/M.1561985487.A.80B.html,144,13,55
49,1T6WGdKJ,[爆卦] 香港人衝進立法會了！！！,Mon Jul  1 21:01:17 2019,brian900530 (LmWAng9),220.141.120.204,https://www.ptt.cc/bbs/Gossiping/M.1561986087.A.513.html,721,23,327
50,1T6WvWbb,[爆卦] 香港人塗黑特區標誌了,Mon Jul  1 21:45:01 2019,sven1130 (綠色貍貓),140.112.235.63,https://www.ptt.cc/bbs/Gossiping/M.1561988704.A.965.html,215,5,164
51,1T6Wyto4,[爆卦] 正式佔領立法會,Mon Jul  1 21:48:34 2019,f12345678900 (旅行的意義),59.115.50.144,https://www.ptt.cc/bbs/Gossiping/M.1561988919.A.C84.html,507,12,186
52,1T6XHiBg,Re: [爆卦] 正式佔領立法會,Mon Jul  1 22:10:49 2019,Yolosnow (生活很無聊),42.77.122.130,https://www.ptt.cc/bbs/Gossiping/M.1561990252.A.2EA.html,165,9,72
53,1T6XdFCP,[爆卦] 香港警方即將清場立法會,Mon Jul  1 22:33:49 2019,lgng66133 (Mad Fer It！),203.163.205.230,https://www.ptt.cc/bbs/Gossiping/M.1561991631.A.319.html,365,13,143
54,1T6Xj313,[問卦] 能幫小魏加油嗎？（發錢）,Mon Jul  1 22:40:01 2019,rex8886 (re叉),140.112.253.250,https://www.ptt.cc/bbs/Gossiping/M.1561992003.A.043.html,318,19,58
55,1T6XxEUA,[爆卦] 香港警方宣布短時間內清場,Mon Jul  1 22:55:06 2019,aotfs2013 (小隻釋迦),1.163.61.85,https://www.ptt.cc/bbs/Gossiping/M.1561992910.A.78A.html,226,18,130
56,1T6YQup3,[爆卦] 香港立院最新情況 只有4名死士留守,Mon Jul  1 23:28:54 2019,lgng66133 (Mad Fer It！),203.163.205.230,https://www.ptt.cc/bbs/Gossiping/M.1561994936.A.CC3.html,285,12,190
57,1T6YcBcb,[新聞] 美眾議員提案：情治機構阻止中國干預台,Mon Jul  1 23:40:57 2019,ruby00514 (黑夜的星空),101.15.224.217,https://www.ptt.cc/bbs/Gossiping/M.1561995659.A.9A5.html,185,10,76
58,1T6Z2XKU,[爆卦] 發錢！最新蘋果民調 韓國瑜大勝郭台銘,Tue Jul  2 00:11:11 2019,lol54321 (保鑣),114.136.253.214,https://www.ptt.cc/bbs/Gossiping/M.1561997473.A.51E.html,207,26,62
59,1T6cM9Th,[爆卦] 凌晨四點 林鄭見記者,Tue Jul  2 03:56:55 2019,MacWeaDon (邁衛燈),64.1.31.9,https://www.ptt.cc/bbs/Gossiping/M.1562011017.A.76B.html,133,2,139
60,1T6dFKcm,[問卦] 香港人看不懂台灣的9.2在想甚麼,Tue Jul  2 04:57:54 2019,bfbf510a (超世紀智將),14.199.203.75,https://www.ptt.cc/bbs/Gossiping/M.1562014676.A.9B0.html,541,80,980
61,1T6ddaLJ,[新聞] 援交初體驗 老司機拍肩譏：白癡喔！,Tue Jul  2 05:23:45 2019,Workforme (′‧ω‧‵),36.226.152.224,https://www.ptt.cc/bbs/Gossiping/M.1562016228.A.553.html,435,17,82
62,1T6e_MYx,[問卦] 登錄1000天是不是學長了啊,Tue Jul  2 06:57:24 2019,qq5771313 (L'尒ranger),59.127.7.181,https://www.ptt.cc/bbs/Gossiping/M.1562021846.A.8BB.html,258,98,41
63,1T6f5OZp,Re: [新聞] 實價登錄2.0變0.5？ 黃國昌轟民進黨：,Tue Jul  2 07:03:50 2019,blue155305 (勇者胖虎),180.177.114.177,https://www.ptt.cc/bbs/Gossiping/M.1562022232.A.8F3.html,378,39,202
64,1T6g4Iwk,[新聞] 忘愛人已逝 失智九旬翁尋妻,Tue Jul  2 08:10:56 2019,abramtw (世界原來是如此耀眼啊),220.129.30.132,https://www.ptt.cc/bbs/Gossiping/M.1562026258.A.EAE.html,200,1,53
65,1T6h04ed,[新聞] 捷克法院裁決 8名台籍詐欺嫌犯「送中」,Tue Jul  2 09:14:39 2019,becool996 (冷月紫米是過前高，但是1),39.8.126.168,https://www.ptt.cc/bbs/Gossiping/M.1562030084.A.A27.html,303,102,284
66,1T6hwoBS,[新聞] 公然罵三字經無罪　《博恩秀》為言論自,Tue Jul  2 10:17:20 2019,andy0219 (OuO),27.247.164.212,https://www.ptt.cc/bbs/Gossiping/M.1562033842.A.2DC.html,248,52,170
67,1T6iKBC2,[爆卦] 昨晚香港攻進立法會的一個掛,Tue Jul  2 10:44:25 2019,Yuki2316 (午夜狂歡),42.73.255.92,https://www.ptt.cc/bbs/Gossiping/M.1562035467.A.302.html,157,13,68
68,1T6iPrk9,Re: [問卦] 農地蓋工廠、實價登錄0.5是不是很讚？,Tue Jul  2 10:50:23 2019,bulden (要死的生魚片),104.32.187.152,https://www.ptt.cc/bbs/Gossiping/M.1562035829.A.B89.html,234,25,166
69,1T6iVDr2,[新聞] 替考上哈佛的林晉毅保留醫學系學籍 陽明,Tue Jul  2 10:56:11 2019,Aqqqa (Aqqqa),163.25.94.210,https://www.ptt.cc/bbs/Gossiping/M.1562036173.A.D42.html,186,16,142
70,1T6j0VnL,[新聞] 罷工空服員取回三寶服勤 工會：將由會員,Tue Jul  2 11:31:41 2019,paericsson (pa),61.216.26.1,https://www.ptt.cc/bbs/Gossiping/M.1562038303.A.C55.html,244,37,363
71,1T6j6T4v,[問卦] 慟！Vast&Hazy沒得獎我很難過(發錢),Tue Jul  2 11:38:03 2019,FlyinwindX (Flyinwind),1.160.4.17,https://www.ptt.cc/bbs/Gossiping/M.1562038685.A.139.html,139,4,29
72,1T6jQVAK,[新聞] 高雄KTV槍擊 10多名黑道持AR15突擊步槍,Tue Jul  2 11:59:25 2019,rick102233 (),123.0.231.84,https://www.ptt.cc/bbs/Gossiping/M.1562039967.A.294.html,171,21,79
73,1T6jYNrr,[爆卦] 香港佔領立法會 鏡頭看不見的事,Tue Jul  2 12:07:48 2019,fivz (Cass),223.19.184.161,https://www.ptt.cc/bbs/Gossiping/M.1562040471.A.D75.html,183,12,65
74,1T6jdLfX,[新聞] 傳民進黨曾徵詢林飛帆接副秘書長,Tue Jul  2 12:13:07 2019,qaz8031 (小良HRU),111.71.11.19,https://www.ptt.cc/bbs/Gossiping/M.1562040789.A.A61.html,251,81,216
75,1T6kBkNv,[爆卦] 市長換人 柳川美景回不去,Tue Jul  2 12:51:56 2019,mement788 (黃大頭111),180.204.136.32,https://www.ptt.cc/bbs/Gossiping/M.1562043118.A.5F9.html,155,27,103
76,1T6kHPTR,[爆卦] 舔共！郭台銘拿中共的錢超過中時  (發錢),Tue Jul  2 12:57:59 2019,pinkycandy (pinkycandy),223.137.116.65,https://www.ptt.cc/bbs/Gossiping/M.1562043481.A.75B.html,531,292,178
77,1T6lU1OE,[新聞] 退將赴中參與政治活動民進黨提案終身禁,Tue Jul  2 14:19:42 2019,Anddyliu (安滴滴),42.72.6.16,https://www.ptt.cc/bbs/Gossiping/M.1562048385.A.60E.html,203,13,104
78,1T6mTOE2,[新聞] 慘！黑人病患帶點滴散步 被指控偷竊醫療器材遭逮捕,Tue Jul  2 15:27:15 2019,rickey1270 (我大奈亞子毫無死角！！),180.204.141.36,https://www.ptt.cc/bbs/Gossiping/M.1562052440.A.382.html,417,36,165
79,1T6mTltI,[新聞] 美眾院情報委員會通過法案 防中國干預台,Tue Jul  2 15:27:39 2019,relax911 (Lmerro),123.194.189.94,https://www.ptt.cc/bbs/Gossiping/M.1562052463.A.DD2.html,193,16,197
80,1T6mhGDy,[爆卦] 最新民調2 韓國瑜35% 柯文哲26% 蔡英文22%,Tue Jul  2 15:42:03 2019,shared (shared),163.26.71.6,https://www.ptt.cc/bbs/Gossiping/M.1562053328.A.37C.html,231,32,138
81,1T6np5DA,Re: [新聞] 【獨家有照】抓包大巨蛋違法復工　柯市呸,Tue Jul  2 16:58:43 2019,Tsucomi69 (N9SU3XL3AJ4),101.11.33.219,https://www.ptt.cc/bbs/Gossiping/M.1562057925.A.34A.html,173,14,57
82,1T6o54K4,[新聞] 高雄大八飯店宣布停業 150多名員工訝異,Tue Jul  2 17:17:53 2019,kinple (( ￣ c￣),111.243.47.117,https://www.ptt.cc/bbs/Gossiping/M.1562059076.A.504.html,236,19,108
83,1T6oAMNp,Re: [問卦] 家裡陽臺聚集一團蜜蜂,Tue Jul  2 17:23:32 2019,pigcory (堯仔),101.9.204.122,https://www.ptt.cc/bbs/Gossiping/M.1562059414.A.5F3.html,144,4,14
84,1T6oceNL,Re: [新聞] 批行政院給錢態度差！韓國瑜：我像服務員,Tue Jul  2 17:53:42 2019,RandyXiao (RandyXiao),101.13.212.111,https://www.ptt.cc/bbs/Gossiping/M.1562061224.A.5D5.html,681,59,216
85,1T6p36-g,[新聞] 2020參戰 時代力量:不排除自提總統候選人,Tue Jul  2 18:24:03 2019,manpc (manpc),163.26.71.6,https://www.ptt.cc/bbs/Gossiping/M.1562063046.A.FAA.html,321,75,236
86,1T6p_nYh,[爆卦] 戴資穎/ Tai Tzu Ying FB,Tue Jul  2 19:28:46 2019,yesgogo (馬桶上的沉思者),114.40.65.80,https://www.ptt.cc/bbs/Gossiping/M.1562066929.A.8AB.html,245,11,42
87,1T6qP4ke,[新聞] 慘！台籍詐欺犯求別送中 「將與爸媽天人,Tue Jul  2 19:55:41 2019,go190214 (天空之島拉普達),123.192.154.107,https://www.ptt.cc/bbs/Gossiping/M.1562068548.A.BA8.html,215,37,123
88,1T6qPaPJ,[爆卦] 國民黨廣告無下限 抹黑造假文宣又來啦,Tue Jul  2 19:56:18 2019,nkit612004 (金山周杰倫),49.216.231.107,https://www.ptt.cc/bbs/Gossiping/M.1562068580.A.653.html,234,22,95
89,1T6qY1hX,Re: [新聞] 慘！台籍詐欺犯求別送中 「將與爸媽天人,Tue Jul  2 20:05:19 2019,"CREA (自由  滞
在　  断不柔優)",1.175.77.128,https://www.ptt.cc/bbs/Gossiping/M.1562069121.A.AE1.html,248,24,118
90,1T6qw-aS,Re: [爆卦] 祖墳被不明人士整座挖開,Tue Jul  2 20:31:55 2019,gmoz (  This can't do that. ),61.65.118.176,https://www.ptt.cc/bbs/Gossiping/M.1562070718.A.91C.html,177,4,54
91,1T6qzRdc,[新聞] 陸拳王下戰書 嗆館長：一回合還站著就算,Tue Jul  2 20:34:32 2019,linwahaha (),122.118.91.96,https://www.ptt.cc/bbs/Gossiping/M.1562070875.A.9E6.html,763,234,492
92,1T6r6fn8,[新聞] 快訊／長榮二次協商宣布破局！　工會罷,Tue Jul  2 20:44:23 2019,a90575 (CY),27.52.190.180,https://www.ptt.cc/bbs/Gossiping/M.1562071465.A.C48.html,405,41,375
93,1T6rrKIj,[問卦] 姓「樓」的朋友要生了,Tue Jul  2 21:34:10 2019,inmee (J),49.218.76.173,https://www.ptt.cc/bbs/Gossiping/M.1562074452.A.4AD.html,260,16,74
94,1T6sIeke,[爆卦] 民進黨團投票表明本屆不會過實價登錄2.0,Tue Jul  2 22:05:24 2019,ueewen (ueewen),49.216.0.215,https://www.ptt.cc/bbs/Gossiping/M.1562076328.A.BA8.html,301,39,121
95,1T6v0uYO,[問卦] 有沒有老天鵝政客激戰的八卦阿,Wed Jul  3 01:11:17 2019,justin531xx (吉他手 喵喵),36.234.135.66,https://www.ptt.cc/bbs/Gossiping/M.1562087480.A.898.html,220,9,80
96,1T6vqb6M,[問卦] 大學讀私立還能翻身嗎？,Wed Jul  3 02:06:27 2019,iocal (哎額吸欸唷),42.76.109.41,https://www.ptt.cc/bbs/Gossiping/M.1562090789.A.196.html,221,29,277
97,1T6vv5xm,[新聞] 日本「9屍凶宅」租出去了！ 新房客超滿意,Wed Jul  3 02:11:15 2019,TZUYIC (Celine-Flying On My Own),42.77.38.78,https://www.ptt.cc/bbs/Gossiping/M.1562091077.A.EF0.html,283,17,160
98,1T6wPlxZ,Re: [問卦] 香港人為什麼過了22年才反？,Wed Jul  3 02:46:05 2019,chenglap (無想流流星拳),168.70.61.74,https://www.ptt.cc/bbs/Gossiping/M.1562093167.A.EE3.html,447,11,127
99,1T6wbFY-,[爆卦] 衝撞立法會真相,Wed Jul  3 02:58:21 2019,MacWeaDon (邁衛燈),64.1.31.9,https://www.ptt.cc/bbs/Gossiping/M.1562093903.A.8BE.html,303,12,78
100,1T6yRbp5,[爆卦] 魔貫光殺炮是真的!螺旋狀前進的光,Wed Jul  3 05:04:34 2019,Scape (缺鈣缺很大),1.34.252.81,https://www.ptt.cc/bbs/Gossiping/M.1562101477.A.CC5.html,154,2,18
101,1T6-JvHH,[新聞] 公民假日草市被高市府駁回 綠議員批韓國,Wed Jul  3 07:12:54 2019,ivorysoap (ivorysoap),123.204.170.140,https://www.ptt.cc/bbs/Gossiping/M.1562109177.A.451.html,308,58,139
102,1T6-b6hy,[新聞] 台積電工程師人妻租屋偷吃新婚同事 小王,Wed Jul  3 07:29:15 2019,fundilian (玲玲),111.248.243.113,https://www.ptt.cc/bbs/Gossiping/M.1562110278.A.AFC.html,170,31,77
103,1T6_PAgA,Re: [新聞] 《工輔法》讓違章工廠就地合法 環團：守,Wed Jul  3 08:26:48 2019,deann (古美門上身),61.220.51.98,https://www.ptt.cc/bbs/Gossiping/M.1562113610.A.A8A.html,158,28,108
104,1T70bNwn,[新聞] 不加分被寫成不扣分 柯文哲再槓《自由》,Wed Jul  3 09:48:05 2019,jk182325 (萬里花我老婆),114.26.132.167,https://www.ptt.cc/bbs/Gossiping/M.1562118487.A.EB1.html,925,196,674
105,1T71N5M_,[爆卦] 自由 蔡英文的假新聞,Wed Jul  3 10:41:07 2019,ToyotaPrius (頭又大批4),27.246.43.219,https://www.ptt.cc/bbs/Gossiping/M.1562121669.A.5BF.html,247,36,89
106,1T71U1P0,Re: [新聞] 柯文哲啟程雙城論壇照稿念　「五個互相」,Wed Jul  3 10:48:31 2019,takase (............),223.141.94.201,https://www.ptt.cc/bbs/Gossiping/M.1562122113.A.640.html,261,130,219
107,1T71fzNO,[新聞] 不是駭客!我情治人員名單曝光 是內鬼幹,Wed Jul  3 11:01:10 2019,Anddyliu (安滴滴),118.163.37.91,https://www.ptt.cc/bbs/Gossiping/M.1562122877.A.5D8.html,321,75,185
108,1T71thXg,[新聞] 大陸拳王練喻軒「約戰館長」3分鐘沒倒就,Wed Jul  3 11:15:52 2019,CTC0115 (Blank space~),203.69.37.7,https://www.ptt.cc/bbs/Gossiping/M.1562123755.A.86A.html,197,25,147
109,1T71ydxB,[新聞] 國台辦最近派員赴美稱「蔡英文十分危險」,Wed Jul  3 11:21:06 2019,BrownNoser (BrownNoser),1.34.1.60,https://www.ptt.cc/bbs/Gossiping/M.1562124071.A.ECB.html,255,24,150
110,1T735lVU,[新聞]立院三讀》別想對習近平拍手了!退將赴中,Wed Jul  3 12:39:09 2019,nerudaliu (Chairborne Ranger),42.72.112.237,https://www.ptt.cc/bbs/Gossiping/M.1562128751.A.7DE.html,603,44,249
111,1T739jpg,[新聞] 三讀！退將遭終身管制　違法者砍退俸,Wed Jul  3 12:43:19 2019,simonle (.0.),42.77.11.217,https://www.ptt.cc/bbs/Gossiping/M.1562129005.A.CEA.html,421,17,110
112,1T73MyOa,[新聞] 加被寫成「扣」柯文哲機場暴怒再轟假,Wed Jul  3 12:57:29 2019,Luckmeow (meow),111.243.2.167,https://www.ptt.cc/bbs/Gossiping/M.1562129852.A.624.html,220,70,226
113,1T73igmB,[問卦] 有沒有緊握鐵桿短褲妹的卦？,Wed Jul  3 13:20:40 2019,Forthelife (我認為暱稱一定要全填滿),49.218.19.231,https://www.ptt.cc/bbs/Gossiping/M.1562131242.A.C0B.html,183,22,32
114,1T73uNsb,Fw: [申請] 多重帳號查詢 (Gossiping 2019/06/30) #2,Wed Jul  3 13:33:10 2019,cycling (來咬我啊笨蛋),125.99.241.221,https://www.ptt.cc/bbs/Gossiping/M.1562131991.A.DA5.html,130,8,105
115,1T73_T-o,Re: [爆卦] 民進黨團投票表明本屆不會過實價登錄2.0,Wed Jul  3 13:40:43 2019,askaleroux (Falcon),60.250.32.97,https://www.ptt.cc/bbs/Gossiping/M.1562132445.A.FB2.html,186,24,113
116,1T74R6MP,[新聞] 快訊／再+1！打臉韓「效果已現」本土登,Wed Jul  3 14:10:12 2019,terrymoon (說好的幸福呢),59.124.115.133,https://www.ptt.cc/bbs/Gossiping/M.1562134214.A.599.html,156,43,86
117,1T74alUR,[爆卦] 館長決定免費跟中國五毛拳王開戰！,Wed Jul  3 14:20:29 2019,jack8587 (james),42.75.191.90,https://www.ptt.cc/bbs/Gossiping/M.1562134831.A.79B.html,521,27,291
118,1T74yMCD,[新聞] 中國「伸鹹豬手」 國際場合硬翻台灣代表,Wed Jul  3 14:45:39 2019,befly10015 (befly),118.171.72.5,https://www.ptt.cc/bbs/Gossiping/M.1562136342.A.30D.html,331,42,108
119,1T75MXU9,Re: [問卦] 有沒有宛平哭著求原諒的八卦？,Wed Jul  3 15:13:36 2019,hyuchi0202 (被刺激到了),114.36.171.216,https://www.ptt.cc/bbs/Gossiping/M.1562138017.A.789.html,161,10,71
120,1T75msmR,[爆卦] 習近平下令：香港抗爭不許流血,Wed Jul  3 15:41:39 2019,ccps970915 (冠),39.8.194.12,https://www.ptt.cc/bbs/Gossiping/M.1562139702.A.C1B.html,598,84,270
121,1T76E2O5,[新聞] 「辣台派」為何灌票挺韓國瑜?謝龍介爆,Wed Jul  3 16:12:47 2019,Goo4u (Goo4u),51.15.137.146,https://www.ptt.cc/bbs/Gossiping/M.1562141570.A.605.html,339,45,114
122,1T77NKg-,[新聞] 參加香港反送中遊行 葉德嫻歌曲被中國下,Wed Jul  3 17:30:58 2019,huice (好有意思兒),39.8.62.139,https://www.ptt.cc/bbs/Gossiping/M.1562146260.A.ABE.html,160,5,42
123,1T77gio5,[問卦] 哪一種運動選手的身材最好看?,Wed Jul  3 17:51:38 2019,bornwinner (tripleandyliu),218.173.140.67,https://www.ptt.cc/bbs/Gossiping/M.1562147500.A.C85.html,218,13,101
124,1T77uHT8,[新聞] 大陸發明「步態識別系統」 遮臉也能認出,Wed Jul  3 18:06:06 2019,Operon (歐普龍),114.137.27.167,https://www.ptt.cc/bbs/Gossiping/M.1562148369.A.748.html,185,18,114
125,1T78P9mU,[新聞] 韓國瑜「不用在那委屈什麼」 這人爆中央,Wed Jul  3 18:41:08 2019,amurorei (大律師是甚麼，好吃嗎？),118.170.37.30,https://www.ptt.cc/bbs/Gossiping/M.1562150473.A.C1E.html,228,15,65
126,1T78theT,[新聞] 撿到槍！辣台妹：中國軍機飛越台海中線,Wed Jul  3 19:13:45 2019,julia8913 (JU),61.216.164.8,https://www.ptt.cc/bbs/Gossiping/M.1562152427.A.A1D.html,230,92,97
127,1T79L0Gt,[新聞] 王雪紅夫婦 全面接手TVBS,Wed Jul  3 19:44:59 2019,science9686 (科學 = 真理),220.134.68.8,https://www.ptt.cc/bbs/Gossiping/M.1562154304.A.437.html,178,24,73
128,1T79yS7B,[新聞] 膝下無子 病夫顧癱妻「再苦都會撐」,Wed Jul  3 20:27:04 2019,iXXXXGAY5566 (我非四叉貓 有恩怨請找牠),123.194.139.202,https://www.ptt.cc/bbs/Gossiping/M.1562156828.A.1CB.html,155,1,11
129,1T7AZeWi,[新聞]有骨氣！國旗入鏡遭中國廠商要求下架 霸氣,Wed Jul  3 21:08:52 2019,ckbdfrst (ckbdfrst),61.224.177.183,https://www.ptt.cc/bbs/Gossiping/M.1562159336.A.82C.html,489,62,233
130,1T7Ak-OD,[爆卦] 台鐵嘉義站傷警 (原標題寫隨機傷人是錯的),Wed Jul  3 21:21:00 2019,YamCha (飲茶),125.231.39.170,https://www.ptt.cc/bbs/Gossiping/M.1562160062.A.60D.html,386,45,148
131,1T7BRFIZ,[爆卦] 國際造型氣球大賽臺灣人拿冠軍啦!,Wed Jul  3 22:08:09 2019,mark8824331 (FayWen Wang),223.136.193.27,https://www.ptt.cc/bbs/Gossiping/M.1562162895.A.4A3.html,845,2,92
132,1T7C6Lue,Re: [爆卦] 館長開戰的對手練喻軒影片,Wed Jul  3 22:54:11 2019,abc5588646 (sa),101.10.52.114,https://www.ptt.cc/bbs/Gossiping/M.1562165653.A.E28.html,170,21,102
133,1T7CEb8W,[爆卦] 623凱道活動結餘，已捐予家扶基金會,Wed Jul  3 23:02:59 2019,hiokchi (連筱葳),101.13.151.157,https://www.ptt.cc/bbs/Gossiping/M.1562166181.A.220.html,136,1,21
134,1T7CKFVg,[新聞] 台鐵爆砍人地上全血 逃票男怒砍警,Wed Jul  3 23:09:00 2019,ymuit (眼眸之珠),1.173.176.3,https://www.ptt.cc/bbs/Gossiping/M.1562166543.A.7EA.html,205,56,129
135,1T7CoPGC,[問卦] 哪部動漫最有資格放到國小課本當教材,Wed Jul  3 23:41:11 2019,missingkid (),118.171.187.69,https://www.ptt.cc/bbs/Gossiping/M.1562168473.A.40C.html,222,0,51
136,1T7DDe0P,[問卦] 祝我生日快樂,Thu Jul  4 00:10:14 2019,HanJie (tobest),36.227.31.126,https://www.ptt.cc/bbs/Gossiping/M.1562170216.A.019.html,259,3,21
137,1T7DLDzy,[問卦] 如果你在砍人現場，你會幹嘛?,Thu Jul  4 00:18:18 2019,qize1428 (倫),36.236.89.239,https://www.ptt.cc/bbs/Gossiping/M.1562170701.A.F7C.html,282,22,237
138,1T7DbqSa,[新聞] 妙齡女上山驚見「人參狀」植物 補一下卻,Thu Jul  4 00:35:55 2019,fenrir (司馬傑奇),36.224.194.17,https://www.ptt.cc/bbs/Gossiping/M.1562171764.A.724.html,133,15,50
139,1T7Edbve,Re: [新聞] 妙齡女上山驚見「人參狀」植物 補一下卻,Thu Jul  4 01:46:11 2019,skyprayer (SkyBotany),118.169.81.172,https://www.ptt.cc/bbs/Gossiping/M.1562175973.A.E68.html,160,7,56
140,1T7H-v1W,[新聞] 影／火車上警被刺畫面曝光 警員奮力壓制,Thu Jul  4 05:35:50 2019,seedhyper (下雨),42.77.75.38,https://www.ptt.cc/bbs/Gossiping/M.1562189753.A.060.html,155,18,71
141,1T7KU_f9,[爆卦] 文燦哥開示啦,Thu Jul  4 08:26:29 2019,IronCube (吃飽就要大便),223.137.34.115,https://www.ptt.cc/bbs/Gossiping/M.1562199999.A.A49.html,244,65,450
142,1T7KgWz1,[新聞] 快訊／鐵路警遭刺肚「臟器外露」　送醫,Thu Jul  4 08:38:53 2019,DDDDRR (QQ),223.137.33.116,https://www.ptt.cc/bbs/Gossiping/M.1562200736.A.F41.html,1577,151,478
143,1T7Ktv-d,[新聞] 台鐵列車遭刺傷　8時27分急救無效警殉職,Thu Jul  4 08:53:09 2019,Ho1liday (江湖唯有英雄志),36.239.229.106,https://www.ptt.cc/bbs/Gossiping/M.1562201593.A.FA7.html,658,64,274
144,1T7L3EiV,Re: [新聞]美國商務部宣佈 對台、韓部分鋼材祭456％,Thu Jul  4 09:05:10 2019,cruise (),50.46.118.205,https://www.ptt.cc/bbs/Gossiping/M.1562202318.A.B1F.html,142,4,24
145,1T7LAEc0,[新聞] 自強號勇警被刺 08:27宣告不治身亡,Thu Jul  4 09:12:26 2019,lats (累死),36.225.184.15,https://www.ptt.cc/bbs/Gossiping/M.1562202766.A.980.html,228,40,104
146,1T7LbUoP,[新聞] 鐵路勇警失血殉職！自強號揮刀男「背景曝,Thu Jul  4 09:41:48 2019,hsnugear (無言......),220.132.62.62,https://www.ptt.cc/bbs/Gossiping/M.1562204510.A.C99.html,251,92,185
147,1T7M3g1T,[新聞] 【鐵路警殉職2】獨子第一志願返鄉服務,Thu Jul  4 10:14:00 2019,vic2211 (我是vic),210.69.138.118,https://www.ptt.cc/bbs/Gossiping/M.1562206442.A.05D.html,474,51,277
148,1T7MRKxh,[新聞] 航空總工會：長榮寧願燒錢不願解決罷工,Thu Jul  4 10:39:14 2019,tiger911 (胖虎),175.180.127.202,https://www.ptt.cc/bbs/Gossiping/M.1562207956.A.EEB.html,228,69,308
149,1T7N1Yvb,[新聞] 「承翰，你的任務結束了」 殉職警移殯儀,Thu Jul  4 11:20:00 2019,LDMisshit (LDMisshit),125.224.72.23,https://www.ptt.cc/bbs/Gossiping/M.1562210402.A.E65.html,746,37,212
150,1T7NHFQ1,Re: [新聞] 何謂兩岸一家親？柯：我善待中國人民、,Thu Jul  4 11:36:45 2019,VVizZ (我很窮),211.21.120.163,https://www.ptt.cc/bbs/Gossiping/M.1562211407.A.681.html,524,117,203
151,1T7Nnusl,Re: [問卦] 要是今天死的不是警察...,Thu Jul  4 12:11:34 2019,k1400 (德州家康),114.43.162.86,https://www.ptt.cc/bbs/Gossiping/M.1562213496.A.DAF.html,439,92,203
152,1T7O2h1Z,[新聞] 鐵路警遭刺身亡 郭台銘：若當總統為員警配電擊槍,Thu Jul  4 12:29:29 2019,shokotan (しょこたん),114.43.154.17,https://www.ptt.cc/bbs/Gossiping/M.1562214571.A.063.html,387,142,419
153,1T7OV3Kp,[問卦] 中午便當估價,Thu Jul  4 12:59:45 2019,mingyu608 (mingyu),110.28.140.171,https://www.ptt.cc/bbs/Gossiping/M.1562216387.A.533.html,190,37,87
154,1T7PGkaA,Re: [新聞] 評估2020柯文哲「選定了」蔡陣營：,Thu Jul  4 13:52:42 2019,louis0210 (嘿 等我一下),223.140.61.99,https://www.ptt.cc/bbs/Gossiping/M.1562219566.A.90A.html,1148,83,112
155,1T7PdZBb,[新聞] 北市宣布降房屋稅！2020年上路　柯文哲：,Thu Jul  4 14:17:05 2019,Damp (丹恩),36.224.251.131,https://www.ptt.cc/bbs/Gossiping/M.1562221027.A.2E5.html,342,77,269
